em ,dataset,subject,video,onset,apex,offset,emotion,au,type,duration_frame_full,duration_time_full,duration_frame_half,duration_time_half,Inducement Code,Classes,Notes,selfReport,remarks,filename,length
13,SMIC_NIR,s12,po_07,56747,-1,56758,positive,,micro-expression,12,0.48,-56747,-2269.88,,,,,,,
14,SMIC_NIR,s12,po_08,67938,-1,67947,positive,,micro-expression,10,0.4,-67938,-2717.52,,,,,,,
15,SMIC_NIR,s12,sur_01,6132,-1,6140,surprise,,micro-expression,9,0.36,-6132,-245.28,,,,,,,
16,SMIC_NIR,s13,po_01,19986,-1,19996,positive,,micro-expression,11,0.44,-19986,-799.44,,,,,,,
17,SMIC_NIR,s13,po_02,20445,-1,20453,positive,,micro-expression,9,0.36,-20445,-817.8,,,,,,,
18,SMIC_NIR,s13,po_03,20537,-1,20545,positive,,micro-expression,9,0.36,-20537,-821.48,,,,,,,
19,SMIC_NIR,s13,po_04,20727,-1,20739,positive,,micro-expression,13,0.52,-20727,-829.08,,,,,,,
20,SMIC_NIR,s13,po_05,20845,-1,20855,positive,,micro-expression,11,0.44,-20845,-833.8,,,,,,,
21,SMIC_NIR,s13,po_06,23114,-1,23123,positive,,micro-expression,10,0.4,-23114,-924.56,,,,,,,
22,SMIC_NIR,s13,po_07,24686,-1,24694,positive,,micro-expression,9,0.36,-24686,-987.44,,,,,,,
23,SMIC_NIR,s13,po_08,24853,-1,24861,positive,,micro-expression,9,0.36,-24853,-994.12,,,,,,,
24,SMIC_NIR,s13,po_09,32652,-1,32661,positive,,micro-expression,10,0.4,-32652,-1306.08,,,,,,,
25,SMIC_NIR,s13,po_10,33047,-1,33057,positive,,micro-expression,11,0.44,-33047,-1321.88,,,,,,,
26,SMIC_NIR,s14,ne_01,6377,-1,6389,negative,,micro-expression,13,0.52,-6377,-255.08,,,,,,,
27,SMIC_NIR,s14,ne_02,7237,-1,7245,negative,,micro-expression,9,0.36,-7237,-289.48,,,,,,,
28,SMIC_NIR,s14,ne_03,47800,-1,47812,negative,,micro-expression,13,0.52,-47800,-1912,,,,,,,
29,SMIC_NIR,s14,po_01,51059,-1,51071,positive,,micro-expression,13,0.52,-51059,-2042.36,,,,,,,
30,SMIC_NIR,s14,po_02,69255,-1,69267,positive,,micro-expression,13,0.52,-69255,-2770.2,,,,,,,
31,SMIC_NIR,s14,sur_01,18327,-1,18335,surprise,,micro-expression,9,0.36,-18327,-733.08,,,,,,,
32,SMIC_NIR,s14,sur_02,19505,-1,19514,surprise,,micro-expression,10,0.4,-19505,-780.2,,,,,,,
33,SMIC_NIR,s14,sur_03,24447,-1,24455,surprise,,micro-expression,9,0.36,-24447,-977.88,,,,,,,
34,SMIC_NIR,s14,sur_04,56279,-1,56291,surprise,,micro-expression,13,0.52,-56279,-2251.16,,,,,,,
35,SMIC_NIR,s14,sur_05,67701,-1,67711,surprise,,micro-expression,11,0.44,-67701,-2708.04,,,,,,,
36,SMIC_NIR,s15,ne_01,16150,-1,16162,negative,,micro-expression,13,0.52,-16150,-646,,,,,,,
37,SMIC_NIR,s15,po_01,64815,-1,64826,positive,,micro-expression,12,0.48,-64815,-2592.6,,,,,,,
38,SMIC_NIR,s15,sur_01,42716,-1,42724,surprise,,micro-expression,9,0.36,-42716,-1708.64,,,,,,,
39,SMIC_NIR,s15,sur_02,65273,-1,65282,surprise,,micro-expression,10,0.4,-65273,-2610.92,,,,,,,
40,SMIC_NIR,s18,ne_01,9144,-1,9153,negative,,micro-expression,10,0.4,-9144,-365.76,,,,,,,
41,SMIC_NIR,s18,ne_02,38274,-1,38285,negative,,micro-expression,12,0.48,-38274,-1530.96,,,,,,,
42,SMIC_NIR,s18,sur_01,8727,-1,8735,surprise,,micro-expression,9,0.36,-8727,-349.08,,,,,,,
43,SMIC_NIR,s18,sur_02,21308,-1,21315,surprise,,micro-expression,8,0.32,-21308,-852.32,,,,,,,
44,SMIC_NIR,s18,sur_03,22030,-1,22036,surprise,,micro-expression,7,0.28,-22030,-881.2,,,,,,,
45,SMIC_NIR,s18,sur_04,26338,-1,26346,surprise,,micro-expression,9,0.36,-26338,-1053.52,,,,,,,
46,SMIC_NIR,s18,sur_05,63025,-1,63034,surprise,,micro-expression,10,0.4,-63025,-2521,,,,,,,
47,SMIC_NIR,s19,po_01,45827,-1,45835,positive,,micro-expression,9,0.36,-45827,-1833.08,,,,,,,
48,SMIC_NIR,s19,sur_01,7203,-1,7215,surprise,,micro-expression,13,0.52,-7203,-288.12,,,,,,,
49,SMIC_NIR,s20,ne_01,7530,-1,7534,negative,,micro-expression,5,0.2,-7530,-301.2,,,,,,,
50,SMIC_NIR,s20,ne_02,7699,-1,7706,negative,,micro-expression,8,0.32,-7699,-307.96,,,,,,,
51,SMIC_NIR,s20,ne_03,18640,-1,18648,negative,,micro-expression,9,0.36,-18640,-745.6,,,,,,,
52,SMIC_NIR,s20,ne_04,25092,-1,25097,negative,,micro-expression,6,0.24,-25092,-1003.68,,,,,,,
53,SMIC_NIR,s20,ne_05,28414,-1,28421,negative,,micro-expression,8,0.32,-28414,-1136.56,,,,,,,
54,SMIC_NIR,s20,ne_06,29522,-1,29526,negative,,micro-expression,5,0.2,-29522,-1180.88,,,,,,,
55,SMIC_NIR,s20,ne_07,29557,-1,29560,negative,,micro-expression,4,0.16,-29557,-1182.28,,,,,,,
56,SMIC_NIR,s20,ne_08,29979,-1,29989,negative,,micro-expression,11,0.44,-29979,-1199.16,,,,,,,
57,SMIC_NIR,s20,ne_09,31951,-1,31959,negative,,micro-expression,9,0.36,-31951,-1278.04,,,,,,,
58,SMIC_NIR,s20,ne_10,39337,-1,39341,negative,,micro-expression,5,0.2,-39337,-1573.48,,,,,,,
59,SMIC_NIR,s20,ne_11,72774,-1,72781,negative,,micro-expression,8,0.32,-72774,-2910.96,,,,,,,
60,SMIC_NIR,s20,ne_12,70599,-1,70608,negative,,micro-expression,10,0.4,-70599,-2823.96,,,,,,,
61,SMIC_NIR,s20,ne_13,71380,-1,71389,negative,,micro-expression,10,0.4,-71380,-2855.2,,,,,,,
62,SMIC_NIR,s20,ne_14,71836,-1,71846,negative,,micro-expression,11,0.44,-71836,-2873.44,,,,,,,
63,SMIC_NIR,s20,po_01,11969,-1,11980,positive,,micro-expression,12,0.48,-11969,-478.76,,,,,,,
64,SMIC_NIR,s20,po_02,24023,-1,24032,positive,,micro-expression,10,0.4,-24023,-960.92,,,,,,,
65,SMIC_NIR,s20,po_03,49497,-1,49502,positive,,micro-expression,6,0.24,-49497,-1979.88,,,,,,,
66,SMIC_NIR,s20,sur_01,11558,-1,11567,surprise,,micro-expression,10,0.4,-11558,-462.32,,,,,,,
67,SMIC_NIR,s20,sur_02,35544,-1,35549,surprise,,micro-expression,6,0.24,-35544,-1421.76,,,,,,,
68,SMIC_NIR,s20,sur_03,52731,-1,52742,surprise,,micro-expression,12,0.48,-52731,-2109.24,,,,,,,
69,SMIC_NIR,s20,sur_04,53146,-1,53155,surprise,,micro-expression,10,0.4,-53146,-2125.84,,,,,,,
70,SMIC_NIR,s20,sur_05,55268,-1,55274,surprise,,micro-expression,7,0.28,-55268,-2210.72,,,,,,,
0,MMEW,1,S01-01-001,1,15,31,happiness,6+12,micro-expression,31,0.344444444,15,0.166666667,,,,,,,
1,MMEW,1,S01-01-002,1,15,45,happiness,12,micro-expression,45,0.5,15,0.166666667,,,,,,,
2,MMEW,1,S01-01-003,1,7,23,happiness,12,micro-expression,23,0.255555556,7,0.077777778,,,,,,,
3,MMEW,1,S01-02-001,1,17,39,surprise,5,micro-expression,39,0.433333333,17,0.188888889,,,,,,,
4,MMEW,1,S01-02-002,1,6,41,surprise,5,micro-expression,41,0.455555556,6,0.066666667,,,,,,,
5,MMEW,1,S01-04-001,1,11,28,others,4,micro-expression,28,0.311111111,11,0.122222222,,,,,,,
6,MMEW,1,S01-04-002,1,10,22,others,4,micro-expression,22,0.244444444,10,0.111111111,,,,,,,
7,MMEW,1,S01-04-003,1,9,20,others,4,micro-expression,20,0.222222222,9,0.1,,,,,,,
8,MMEW,1,S01-04-004,1,6,20,others,4,micro-expression,20,0.222222222,6,0.066666667,,,,,,,
9,MMEW,1,S01-04-005,1,14,31,others,18,micro-expression,31,0.344444444,14,0.155555556,,,,,,,
10,MMEW,1,S01-06-001,1,13,45,sadness,17,micro-expression,45,0.5,13,0.144444444,,,,,,,
11,MMEW,2,S02-01-001,1,12,35,happiness,12,micro-expression,35,0.388888889,12,0.133333333,,,,,,,
12,MMEW,2,S02-01-002,1,20,34,happiness,12,micro-expression,34,0.377777778,20,0.222222222,,,,,,,
13,MMEW,2,S02-02-001,1,11,44,surprise,1+2+5,micro-expression,44,0.488888889,11,0.122222222,,,,,,,
14,MMEW,2,S02-02-002,1,14,46,surprise,5,micro-expression,46,0.511111111,14,0.155555556,,,,,,,
15,MMEW,2,S02-03-001,1,11,39,disgust,4+7,micro-expression,39,0.433333333,11,0.122222222,,,,,,,
16,MMEW,2,S02-04-001,1,8,40,others,4,micro-expression,40,0.444444444,8,0.088888889,,,,,,,
17,MMEW,2,S02-04-002,1,12,30,others,4,micro-expression,30,0.333333333,12,0.133333333,,,,,,,
18,MMEW,2,S02-04-003,1,12,31,others,4,micro-expression,31,0.344444444,12,0.133333333,,,,,,,
19,MMEW,2,S02-04-004,1,7,41,others,4,micro-expression,41,0.455555556,7,0.077777778,,,,,,,
20,MMEW,2,S02-04-005,1,13,39,others,4+14,micro-expression,39,0.433333333,13,0.144444444,,,,,,,
21,MMEW,3,S03-02-001,1,13,36,surprise,1+2,micro-expression,36,0.4,13,0.144444444,,,,,,,
22,MMEW,3,S03-02-002,1,15,43,surprise,18,micro-expression,43,0.477777778,15,0.166666667,,,,,,,
23,MMEW,3,S03-02-003,1,7,23,surprise,1+2,micro-expression,23,0.255555556,7,0.077777778,,,,,,,
24,MMEW,3,S03-02-004,1,23,40,surprise,1+2+18,micro-expression,40,0.444444444,23,0.255555556,,,,,,,
25,MMEW,3,S03-02-005,1,11,44,surprise,1+2,micro-expression,44,0.488888889,11,0.122222222,,,,,,,
26,MMEW,3,S03-02-006,1,19,44,surprise,1+2,micro-expression,44,0.488888889,19,0.211111111,,,,,,,
27,MMEW,3,S03-02-007,1,30,42,surprise,18,micro-expression,42,0.466666667,30,0.333333333,,,,,,,
28,MMEW,3,S03-04-001,1,16,44,others,18,micro-expression,44,0.488888889,16,0.177777778,,,,,,,
29,MMEW,3,S03-04-002,1,15,42,others,4+7,micro-expression,42,0.466666667,15,0.166666667,,,,,,,
30,MMEW,3,S03-04-003,1,20,40,others,L14,micro-expression,40,0.444444444,20,0.222222222,,,,,,,
31,MMEW,3,S03-04-004,1,11,39,others,4,micro-expression,39,0.433333333,11,0.122222222,,,,,,,
32,MMEW,3,S03-04-005,1,15,43,others,4,micro-expression,43,0.477777778,15,0.166666667,,,,,,,
33,MMEW,4,S04-01-001,1,27,40,happiness,12,micro-expression,40,0.444444444,27,0.3,,,,,,,
34,MMEW,4,S04-02-001,1,11,32,surprise,1+2+5,micro-expression,32,0.355555556,11,0.122222222,,,,,,,
35,MMEW,4,S04-02-002,1,8,15,surprise,1+5,micro-expression,15,0.166666667,8,0.088888889,,,,,,,
36,MMEW,4,S04-02-003,1,28,46,surprise,5+38,micro-expression,46,0.511111111,28,0.311111111,,,,,,,
37,MMEW,4,S04-03-001,1,10,36,disgust,4+7+L14,micro-expression,36,0.4,10,0.111111111,,,,,,,
38,MMEW,4,S04-03-002,1,20,43,disgust,4+9,micro-expression,43,0.477777778,20,0.222222222,,,,,,,
39,MMEW,4,S04-03-003,1,19,29,disgust,4+7+14,micro-expression,29,0.322222222,19,0.211111111,,,,,,,
40,MMEW,4,S04-04-001,1,17,36,others,38,micro-expression,36,0.4,17,0.188888889,,,,,,,
41,MMEW,4,S04-04-002,1,19,33,others,38,micro-expression,33,0.366666667,19,0.211111111,,,,,,,
42,MMEW,4,S04-06-001,1,19,32,sadness,14+17+38,micro-expression,32,0.355555556,19,0.211111111,,,,,,,
43,MMEW,5,S05-01-001,1,20,37,happiness,R12,micro-expression,37,0.411111111,20,0.222222222,,,,,,,
44,MMEW,5,S05-01-002,1,12,43,happiness,12+5,micro-expression,43,0.477777778,12,0.133333333,,,,,,,
45,MMEW,5,S05-02-001,1,15,50,surprise,5+R14,micro-expression,50,0.555555556,15,0.166666667,,,,,,,
46,MMEW,5,S05-02-002,1,14,35,surprise,5,micro-expression,35,0.388888889,14,0.155555556,,,,,,,
47,MMEW,5,S05-03-001,1,6,36,disgust,R15+17,micro-expression,36,0.4,6,0.066666667,,,,,,,
48,MMEW,5,S05-03-002,1,22,36,disgust,R10,micro-expression,36,0.4,22,0.244444444,,,,,,,
49,MMEW,5,S05-03-003,1,11,44,disgust,4+7,micro-expression,44,0.488888889,11,0.122222222,,,,,,,
50,MMEW,5,S05-03-004,1,3,18,disgust,R10,micro-expression,18,0.2,3,0.033333333,,,,,,,
51,MMEW,5,S05-04-001,1,13,42,others,4,micro-expression,42,0.466666667,13,0.144444444,,,,,,,
52,MMEW,5,S05-04-002,1,3,18,others,4,micro-expression,18,0.2,3,0.033333333,,,,,,,
53,MMEW,5,S05-04-003,1,10,27,others,4,micro-expression,27,0.3,10,0.111111111,,,,,,,
54,MMEW,5,S05-04-004,1,9,24,others,4,micro-expression,24,0.266666667,9,0.1,,,,,,,
55,MMEW,5,S05-05-001,1,17,30,fear,4+5,micro-expression,30,0.333333333,17,0.188888889,,,,,,,
56,MMEW,6,S06-01-001,1,6,15,happiness,12,micro-expression,15,0.166666667,6,0.066666667,,,,,,,
57,MMEW,6,S06-01-002,1,10,31,happiness,12L,micro-expression,31,0.344444444,10,0.111111111,,,,,,,
58,MMEW,6,S06-03-001,1,18,40,disgust,4+L7,micro-expression,40,0.444444444,18,0.2,,,,,,,
59,MMEW,6,S06-03-002,1,19,40,disgust,4+7,micro-expression,40,0.444444444,19,0.211111111,,,,,,,
60,MMEW,6,S06-03-003,1,9,30,disgust,R4+7,micro-expression,30,0.333333333,9,0.1,,,,,,,
61,MMEW,6,S06-03-004,1,12,29,disgust,4+7,micro-expression,29,0.322222222,12,0.133333333,,,,,,,
62,MMEW,6,S06-04-001,1,14,34,others,4,micro-expression,34,0.377777778,14,0.155555556,,,,,,,
63,MMEW,6,S06-04-002,1,18,27,others,4,micro-expression,27,0.3,18,0.2,,,,,,,
64,MMEW,6,S06-04-003,1,8,41,others,4+38,micro-expression,41,0.455555556,8,0.088888889,,,,,,,
65,MMEW,6,S06-04-004,1,11,36,others,4,micro-expression,36,0.4,11,0.122222222,,,,,,,
66,MMEW,6,S06-04-005,1,12,27,others,4+38,micro-expression,27,0.3,12,0.133333333,,,,,,,
67,MMEW,6,S06-04-006,1,10,29,others,4,micro-expression,29,0.322222222,10,0.111111111,,,,,,,
68,MMEW,6,S06-04-007,1,17,38,others,4,micro-expression,38,0.422222222,17,0.188888889,,,,,,,
69,MMEW,6,S06-04-008,1,12,32,others,4,micro-expression,32,0.355555556,12,0.133333333,,,,,,,
70,MMEW,6,S06-04-009,1,3,19,others,14,micro-expression,19,0.211111111,3,0.033333333,,,,,,,
71,MMEW,6,S06-04-010,1,13,29,others,4,micro-expression,29,0.322222222,13,0.144444444,,,,,,,
72,MMEW,6,S06-04-011,1,11,33,others,4,micro-expression,33,0.366666667,11,0.122222222,,,,,,,
73,MMEW,6,S06-05-001,1,11,31,fear,20L,micro-expression,31,0.344444444,11,0.122222222,,,,,,,
74,MMEW,6,S06-05-002,1,11,21,fear,20,micro-expression,21,0.233333333,11,0.122222222,,,,,,,
75,MMEW,7,S07-01-001,1,16,28,happiness,6+12,micro-expression,28,0.311111111,16,0.177777778,,,,,,,
76,MMEW,7,S07-02-001,1,10,25,surprise,5,micro-expression,25,0.277777778,10,0.111111111,,,,,,,
77,MMEW,7,S07-02-002,1,11,43,surprise,5,micro-expression,43,0.477777778,11,0.122222222,,,,,,,
78,MMEW,8,S08-01-001,1,17,37,happiness,12,micro-expression,37,0.411111111,17,0.188888889,,,,,,,
79,MMEW,8,S08-01-002,1,11,36,happiness,12,micro-expression,36,0.4,11,0.122222222,,,,,,,
80,MMEW,8,S08-01-003,1,7,15,happiness,12,micro-expression,15,0.166666667,7,0.077777778,,,,,,,
81,MMEW,8,S08-01-004,1,9,27,happiness,12L,micro-expression,27,0.3,9,0.1,,,,,,,
82,MMEW,8,S08-01-005,1,11,40,happiness,12L,micro-expression,40,0.444444444,11,0.122222222,,,,,,,
83,MMEW,8,S08-02-001,1,9,31,surprise,5,micro-expression,31,0.344444444,9,0.1,,,,,,,
84,MMEW,8,S08-03-001,1,12,44,disgust,4+R7,micro-expression,44,0.488888889,12,0.133333333,,,,,,,
85,MMEW,8,S08-03-002,1,17,45,disgust,4+7+10,micro-expression,45,0.5,17,0.188888889,,,,,,,
86,MMEW,8,S08-04-001,1,6,21,others,4,micro-expression,21,0.233333333,6,0.066666667,,,,,,,
87,MMEW,8,S08-04-002,1,13,31,others,4+7,micro-expression,31,0.344444444,13,0.144444444,,,,,,,
88,MMEW,8,S08-05-001,1,13,26,fear,4+5,micro-expression,26,0.288888889,13,0.144444444,,,,,,,
89,MMEW,8,S08-05-002,1,18,45,fear,4+11,micro-expression,45,0.5,18,0.2,,,,,,,
90,MMEW,9,S09-01-001,1,14,43,happiness,12,micro-expression,43,0.477777778,14,0.155555556,,,,,,,
91,MMEW,9,S09-02-001,1,20,44,surprise,5,micro-expression,44,0.488888889,20,0.222222222,,,,,,,
92,MMEW,9,S09-02-002,1,9,34,surprise,26,micro-expression,34,0.377777778,9,0.1,,,,,,,
93,MMEW,9,S09-02-003,1,20,46,surprise,5,micro-expression,46,0.511111111,20,0.222222222,,,,,,,
94,MMEW,9,S09-02-004,1,17,28,surprise,26,micro-expression,28,0.311111111,17,0.188888889,,,,,,,
95,MMEW,9,S09-02-005,1,12,42,surprise,5,micro-expression,42,0.466666667,12,0.133333333,,,,,,,
96,MMEW,9,S09-03-001,1,11,42,disgust,4+7,micro-expression,42,0.466666667,11,0.122222222,,,,,,,
97,MMEW,9,S09-03-002,1,12,37,disgust,4+7,micro-expression,37,0.411111111,12,0.133333333,,,,,,,
98,MMEW,9,S09-03-003,1,10,14,disgust,4+7,micro-expression,14,0.155555556,10,0.111111111,,,,,,,
99,MMEW,9,S09-03-004,1,10,31,disgust,4+7,micro-expression,31,0.344444444,10,0.111111111,,,,,,,
100,MMEW,9,S09-03-005,1,8,27,disgust,4+7,micro-expression,27,0.3,8,0.088888889,,,,,,,
101,MMEW,9,S09-03-006,1,9,35,disgust,4+7,micro-expression,35,0.388888889,9,0.1,,,,,,,
102,MMEW,9,S09-03-007,1,15,33,disgust,7+10,micro-expression,33,0.366666667,15,0.166666667,,,,,,,
103,MMEW,9,S09-04-001,1,16,44,others,4+7+14,micro-expression,44,0.488888889,16,0.177777778,,,,,,,
104,MMEW,9,S09-05-001,1,13,29,fear,14,micro-expression,29,0.322222222,13,0.144444444,,,,,,,
105,MMEW,9,S09-05-002,1,25,44,fear,14,micro-expression,44,0.488888889,25,0.277777778,,,,,,,
106,MMEW,10,S10-01-001,1,11,35,happiness,6+12,micro-expression,35,0.388888889,11,0.122222222,,,,,,,
107,MMEW,10,S10-01-002,1,6,26,happiness,12,micro-expression,26,0.288888889,6,0.066666667,,,,,,,
108,MMEW,10,S10-02-001,1,12,50,surprise,5,micro-expression,50,0.555555556,12,0.133333333,,,,,,,
109,MMEW,10,S10-02-002,1,19,46,surprise,1+2+5,micro-expression,46,0.511111111,19,0.211111111,,,,,,,
110,MMEW,10,S10-03-001,1,19,45,disgust,4+7,micro-expression,45,0.5,19,0.211111111,,,,,,,
111,MMEW,10,S10-03-002,1,13,40,disgust,9,micro-expression,40,0.444444444,13,0.144444444,,,,,,,
112,MMEW,10,S10-03-003,1,14,46,disgust,9,micro-expression,46,0.511111111,14,0.155555556,,,,,,,
113,MMEW,10,S10-03-004,1,31,50,disgust,4+7,micro-expression,50,0.555555556,31,0.344444444,,,,,,,
114,MMEW,10,S10-03-005,1,21,46,disgust,4R+7,micro-expression,46,0.511111111,21,0.233333333,,,,,,,
115,MMEW,10,S10-03-006,1,16,43,disgust,4+7,micro-expression,43,0.477777778,16,0.177777778,,,,,,,
116,MMEW,10,S10-04-001,1,27,54,others,4,micro-expression,54,0.6,27,0.3,,,,,,,
117,MMEW,10,S10-04-002,1,9,35,others,4R,micro-expression,35,0.388888889,9,0.1,,,,,,,
118,MMEW,10,S10-04-003,1,8,32,others,4,micro-expression,32,0.355555556,8,0.088888889,,,,,,,
119,MMEW,10,S10-04-004,1,13,31,others,4,micro-expression,31,0.344444444,13,0.144444444,,,,,,,
120,MMEW,10,S10-05-001,1,12,38,fear,4+14,micro-expression,38,0.422222222,12,0.133333333,,,,,,,
121,MMEW,10,S10-06-001,1,11,40,sadness,17,micro-expression,40,0.444444444,11,0.122222222,,,,,,,
122,MMEW,11,S11-01-001,1,11,29,happiness,12,micro-expression,29,0.322222222,11,0.122222222,,,,,,,
123,MMEW,11,S11-02-001,1,24,46,surprise,5,micro-expression,46,0.511111111,24,0.266666667,,,,,,,
124,MMEW,11,S11-02-002,1,21,35,surprise,26,micro-expression,35,0.388888889,21,0.233333333,,,,,,,
125,MMEW,11,S11-02-003,1,17,30,surprise,26+38,micro-expression,30,0.333333333,17,0.188888889,,,,,,,
126,MMEW,11,S11-02-004,1,22,43,surprise,25,micro-expression,43,0.477777778,22,0.244444444,,,,,,,
127,MMEW,11,S11-02-005,1,15,36,surprise,25,micro-expression,36,0.4,15,0.166666667,,,,,,,
128,MMEW,11,S11-03-001,1,18,34,disgust,10R,micro-expression,34,0.377777778,18,0.2,,,,,,,
129,MMEW,11,S11-03-002,1,14,43,disgust,L10,micro-expression,43,0.477777778,14,0.155555556,,,,,,,
130,MMEW,11,S11-03-003,1,21,44,disgust,10,micro-expression,44,0.488888889,21,0.233333333,,,,,,,
131,MMEW,11,S11-03-004,1,11,45,disgust,L10,micro-expression,45,0.5,11,0.122222222,,,,,,,
132,MMEW,11,S11-04-001,1,15,41,others,4,micro-expression,41,0.455555556,15,0.166666667,,,,,,,
133,MMEW,11,S11-06-001,1,7,40,sadness,17,micro-expression,40,0.444444444,7,0.077777778,,,,,,,
134,MMEW,11,S11-06-002,1,19,43,sadness,14,micro-expression,43,0.477777778,19,0.211111111,,,,,,,
135,MMEW,12,S12-02-001,1,7,51,surprise,1+2+5,micro-expression,51,0.566666667,7,0.077777778,,,,,,,
136,MMEW,12,S12-02-002,1,18,45,surprise,5,micro-expression,45,0.5,18,0.2,,,,,,,
137,MMEW,12,S12-02-003,1,9,34,surprise,5,micro-expression,34,0.377777778,9,0.1,,,,,,,
138,MMEW,12,S12-02-004,1,28,36,surprise,1+2+5,micro-expression,36,0.4,28,0.311111111,,,,,,,
139,MMEW,12,S12-04-001,1,14,39,others,4,micro-expression,39,0.433333333,14,0.155555556,,,,,,,
140,MMEW,12,S12-06-001,1,17,45,sadness,1+2,micro-expression,45,0.5,17,0.188888889,,,,,,,
141,MMEW,12,S12-06-002,1,22,33,sadness,1+2+15,micro-expression,33,0.366666667,22,0.244444444,,,,,,,
142,MMEW,13,S13-01-001,1,16,41,happiness,12,micro-expression,41,0.455555556,16,0.177777778,,,,,,,
143,MMEW,13,S13-01-002,1,12,27,happiness,L12,micro-expression,27,0.3,12,0.133333333,,,,,,,
144,MMEW,13,S13-01-003,1,8,22,happiness,L12,micro-expression,22,0.244444444,8,0.088888889,,,,,,,
145,MMEW,13,S13-02-001,1,7,77,surprise,5+25+38,micro-expression,77,0.855555556,7,0.077777778,,,,,,,
146,MMEW,13,S13-02-002,1,22,43,surprise,5+25+38,micro-expression,43,0.477777778,22,0.244444444,,,,,,,
147,MMEW,13,S13-02-003,1,40,60,surprise,26+38,micro-expression,60,0.666666667,40,0.444444444,,,,,,,
148,MMEW,13,S13-02-004,1,19,49,surprise,5+38,micro-expression,49,0.544444444,19,0.211111111,,,,,,,
149,MMEW,13,S13-03-001,1,27,41,disgust,4+L10,micro-expression,41,0.455555556,27,0.3,,,,,,,
150,MMEW,13,S13-03-002,1,11,26,disgust,10,micro-expression,26,0.288888889,11,0.122222222,,,,,,,
151,MMEW,13,S13-03-003,1,12,55,disgust,10,micro-expression,55,0.611111111,12,0.133333333,,,,,,,
152,MMEW,13,S13-03-004,1,19,31,disgust,10,micro-expression,31,0.344444444,19,0.211111111,,,,,,,
153,MMEW,13,S13-03-005,1,18,66,disgust,10+31,micro-expression,66,0.733333333,18,0.2,,,,,,,
154,MMEW,13,S13-03-006,1,8,46,disgust,10,micro-expression,46,0.511111111,8,0.088888889,,,,,,,
155,MMEW,13,S13-03-007,1,13,43,disgust,10,micro-expression,43,0.477777778,13,0.144444444,,,,,,,
156,MMEW,13,S13-04-001,1,10,66,others,38,micro-expression,66,0.733333333,10,0.111111111,,,,,,,
157,MMEW,13,S13-05-001,1,10,39,fear,4+5+14,micro-expression,39,0.433333333,10,0.111111111,,,,,,,
158,MMEW,13,S13-05-002,1,22,50,fear,L20,micro-expression,50,0.555555556,22,0.244444444,,,,,,,
159,MMEW,13,S13-07-001,1,15,44,anger,17+23,micro-expression,44,0.488888889,15,0.166666667,,,,,,,
160,MMEW,14,S14-01-001,1,30,46,happiness,12,micro-expression,46,0.511111111,30,0.333333333,,,,,,,
161,MMEW,14,S14-04-001,1,16,34,others,L4,micro-expression,34,0.377777778,16,0.177777778,,,,,,,
162,MMEW,15,S15-01-001,1,10,49,happiness,12,micro-expression,49,0.544444444,10,0.111111111,,,,,,,
163,MMEW,15,S15-01-002,1,18,37,happiness,12,micro-expression,37,0.411111111,18,0.2,,,,,,,
164,MMEW,15,S15-01-003,1,6,32,happiness,12,micro-expression,32,0.355555556,6,0.066666667,,,,,,,
165,MMEW,15,S15-02-001,1,33,51,surprise,18,micro-expression,51,0.566666667,33,0.366666667,,,,,,,
166,MMEW,15,S15-02-002,1,14,42,surprise,26,micro-expression,42,0.466666667,14,0.155555556,,,,,,,
167,MMEW,15,S15-02-003,1,9,42,surprise,1+5,micro-expression,42,0.466666667,9,0.1,,,,,,,
168,MMEW,15,S15-03-001,1,3,14,disgust,L10,micro-expression,14,0.155555556,3,0.033333333,,,,,,,
169,MMEW,15,S15-04-001,1,15,50,others,4,micro-expression,50,0.555555556,15,0.166666667,,,,,,,
170,MMEW,15,S15-04-002,1,10,42,others,4,micro-expression,42,0.466666667,10,0.111111111,,,,,,,
171,MMEW,15,S15-04-003,1,16,42,others,4,micro-expression,42,0.466666667,16,0.177777778,,,,,,,
172,MMEW,15,S15-05-001,1,13,43,fear,R1+20,micro-expression,43,0.477777778,13,0.144444444,,,,,,,
173,MMEW,15,S15-06-001,1,11,23,sadness,1,micro-expression,23,0.255555556,11,0.122222222,,,,,,,
174,MMEW,15,S15-06-002,1,10,30,sadness,1,micro-expression,30,0.333333333,10,0.111111111,,,,,,,
175,MMEW,16,S16-02-001,1,24,67,surprise,1+5,micro-expression,67,0.744444444,24,0.266666667,,,,,,,
176,MMEW,16,S16-02-002,1,21,46,surprise,1+5,micro-expression,46,0.511111111,21,0.233333333,,,,,,,
177,MMEW,16,S16-03-001,1,22,62,disgust,4+7+R10,micro-expression,62,0.688888889,22,0.244444444,,,,,,,
178,MMEW,16,S16-03-002,1,21,60,disgust,4+7+10,micro-expression,60,0.666666667,21,0.233333333,,,,,,,
179,MMEW,16,S16-03-003,1,9,23,disgust,7+R10,micro-expression,23,0.255555556,9,0.1,,,,,,,
180,MMEW,16,S16-03-004,1,26,40,disgust,4+7+R10,micro-expression,40,0.444444444,26,0.288888889,,,,,,,
181,MMEW,16,S16-03-005,1,15,38,disgust,4+7+R10,micro-expression,38,0.422222222,15,0.166666667,,,,,,,
